Unnamed: 0,parse_count,restaurant_name,rating_review,sample,review_id,title_review,review_preview,review_full,date,city,url_restaurant,author_id,negative,neutral,positive,overall_sentiment,blob_polarity,blob_subjectivity,sentiment_shift,review_length,num_stop_words,stop_words_ratio,num_exclamations,num_punctuation,url_present,keyword_count,emotion_anticipation,emotion_joy,emotion_positive,emotion_surprise,emotion_trust,emotion_anger,emotion_disgust,emotion_fear,emotion_negative,emotion_sadness,word_count,unique_word_count,mean_word_length,hashtag_count,mention_count,clean_text,predicted_label,predicted_rating,predicted_cuisine
49275,49276,Casa_Alberto,5,Positive,review_143936659,Delicious food!,"The food was amazing, I am a vegetarian so I was slightly hesitant about going to a place with such a ""meat-eaters atmosphere"" but the salad and goat cheese I had was absolutely incredible, among the best I have ever eaten. I would go back...","The food was amazing, I am a vegetarian so I was slightly hesitant about going to a place with such a ""meat-eaters atmosphere"" but the salad and goat cheese I had was absolutely incredible, among the best I have ever eaten. I would go back in an instant!",2012-10-28,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d697471-Reviews-or370-Casa_Alberto-Madrid.html,UID_39455,0.025,0.815,0.161,0.8602,0.3333333333333333,0.4904761904761904,0.8497,254,26,0.1023622047244094,1,7,False,14,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,48,39,4.3125,0,0,food amaz vegetarian slightli hesit go place meat eater atmospher salad goat chees absolut incred among best ever eaten would go back instant,good review,4,Italian
49276,49277,Casa_Alberto,3,Negative,review_136476861,Nice little plaza and fun to eat outside,"Food was average but ambiance is high. We had good service. There is a wide selection of choices.  All in all, Spanish food did not impress us so this was just another average attempt.","Food was average but ambiance is high. We had good service. There is a wide selection of choices.  All in all, Spanish food did not impress us so this was just another average attempt.",2012-08-07,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d697471-Reviews-or380-Casa_Alberto-Madrid.html,UID_39456,0.08,0.821,0.099,0.1879,0.0766666666666666,0.3899999999999999,0.4073333333333333,184,17,0.092391304347826,0,5,False,9,0.2,0.2,0.3,0.1,0.2,0.0,0.0,0.0,0.0,0.0,34,31,4.411764705882353,0,0,food averag ambianc high good servic wide select choic spanish food impress us anoth averag attempt,average review,3,Spanish
49277,49278,Casa_Alberto,5,Positive,review_135029852,favorite place to eat in Madrid,"we had tapas in the bar. they were spectacular - the best we had in Madrid.  in particular, there was a toast with red peppers and shrimp which was completely delicious - the couple at the next table saw ours and ordered one for themselves,...","we had tapas in the bar. they were spectacular - the best we had in Madrid. in particular, there was a toast with red peppers and shrimp which was completely delicious - the couple at the next table saw ours and ordered one for themselves, then another one because it was so good! then we tried the beef toast and it was even better! the morcillo was excellent, as were the roasted green peppers. The waiter was a delight, the prices were reasonable, and the decor and ambience were exceptional. I only wish I had taken a camera with me.",2012-07-21,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d697471-Reviews-or380-Casa_Alberto-Madrid.html,UID_39457,0.0,0.782,0.218,0.9798,0.4564102564102564,0.5794871794871794,0.2490166666666666,537,55,0.1024208566108007,2,14,False,20,0.1304347826086956,0.3043478260869565,0.3478260869565217,0.0869565217391304,0.1304347826086956,0.0,0.0,0.0,0.0,0.0,100,65,4.38,0,0,tapa bar spectacular best madrid particular toast red pepper shrimp complet delici coupl next tabl saw order one anoth one good tri beef toast even better morcillo excel roast green pepper waiter delight price reason decor ambienc except wish taken camera,very good review,5,Spanish
49278,49279,Casa_Alberto,4,Positive,review_134317420,A little pricey but the food is fabulous,"The food! We had salad with berries and fried cheese that was so good I could died and gone to heaven that day. The service was efficient and professional, the only downside was given our limited Spanish I think they were keen to move us...","The food! We had salad with berries and fried cheese that was so good I could died and gone to heaven that day. The service was efficient and professional, the only downside was given our limited Spanish I think they were keen to move us on and the meal was pretty pricey.",2012-07-13,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d697471-Reviews-or380-Casa_Alberto-Madrid.html,UID_18065,0.111,0.653,0.235,0.8531,0.1630952380952381,0.4738095238095238,0.3404,272,27,0.0992647058823529,1,4,False,12,0.15,0.15,0.25,0.05,0.25,0.05,0.0,0.0,0.05,0.05,52,41,4.25,0,0,food salad berri fri chees good could die gone heaven day servic effici profession downsid given limit spanish think keen move us meal pretti pricey,very good review,5,Spanish
49279,49280,Taberna_Alhambra,5,Positive,review_286226286,Best Value in Madrid,"Great food, friendly service, huge portions. Almost passed this restaurant up because we prefer to eat outdoors weather permitting. We are so glad we braved the noise and crowds to eat here. My husband, daughter and I each ordered a Sangria which arrived in large...","Great food, friendly service, huge portions. Almost passed this restaurant up because we prefer to eat outdoors weather permitting. We are so glad we braved the noise and crowds to eat here. My husband, daughter and I each ordered a Sangria which arrived in large glasses and with a free tapa of chorizo mini sausages in a tasty sauce with little strips of toast. We ordered three tapas to share; huevos y jamon over piping hot, crispy French fries, gambas(grilled whole shrimp) and paella marisco (seafood). I couldn't believe how large the plates of food were and didn't think we could eat all of it, but somehow we managed. A complimentary basket of bread accompanied our meal. We couldn't eat any of the bread because we were just too full. The gambas were delicious, not to be missed. Our waiter was super attentive even though he was really busy. Our entire bill came to €30. After 17 days in Spain, this meal was one of the best we had.",2015-07-06,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d1775780-Reviews-or340-Taberna_Alhambra-Madrid.html,UID_39458,0.0,0.809,0.191,0.9882,0.349968671679198,0.5999373433583961,0.484,943,76,0.080593849416755,0,28,False,43,0.0857142857142857,0.2285714285714285,0.4571428571428571,0.0,0.1714285714285714,0.0285714285714285,0.0,0.0,0.0285714285714285,0.0,169,125,4.585798816568047,0,0,great food friendli servic huge portion almost pass restaur prefer eat outdoor weather permit glad brave nois crowd eat husband daughter order sangria arriv larg glass free tapa chorizo mini sausag tasti sauc littl strip toast order three tapa share huevo jamon pipe hot crispi french fri gamba grill whole shrimp paella marisco seafood believ larg plate food think could eat somehow manag complimentari basket bread accompani meal eat bread full gamba delici miss waiter super attent even though realli busi entir bill came day spain meal one best,very good review,5,Spanish
49280,49281,Taberna_Alhambra,5,Positive,review_285099521,Very delicious.,"Great tasting dishes. Is authentic, rural dishes. Environment is very simple and lovely. Prices reasonable.","Great tasting dishes. Is authentic, rural dishes. Environment is very simple and lovely. Prices reasonable.",2015-07-02,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d1775780-Reviews-or340-Taberna_Alhambra-Madrid.html,UID_39459,0.0,0.614,0.386,0.8467,0.3333333333333333,0.5523809523809524,0.6219,107,4,0.0373831775700934,0,5,False,6,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.0,0.1111111111111111,15,14,6.2,0,0,great tast dish authent rural dish environ simpl love price reason,very good review,5,Spanish
49281,49282,Taberna_Alhambra,5,Positive,review_283953679,"Great for beer and food, although a little noisy","The pulpo a la parrilla (grilled octopus) was probably the best I ever had. Place is noisy and usually crowded, but will come back for sure!","The pulpo a la parrilla (grilled octopus) was probably the best I ever had. Place is noisy and usually crowded, but will come back for sure!",2015-06-29,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d1775780-Reviews-or340-Taberna_Alhambra-Madrid.html,UID_39460,0.045,0.762,0.193,0.6696,0.34375,0.3597222222222222,0.198,140,11,0.0785714285714285,1,5,False,7,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,26,26,4.423076923076923,0,0,pulpo la parrilla grill octopu probabl best ever place noisi usual crowd come back sure,very good review,5,Italian
49282,49283,Mercado_de_San_Miguel,5,Positive,review_203117292,Family Vacation II,"Must do in Madrid. Great atmosphere with amazing food to sample. It does get extremely busy but it's worth taking the time to sample the amazing Tapas, wine and spanish treats.","Must do in Madrid. Great atmosphere with amazing food to sample. It does get extremely busy but it's worth taking the time to sample the amazing Tapas, wine and spanish treats.",2014-04-28,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d6367286-Reviews-or8310-Mercado_de_San_Miguel-Madrid.html,UID_39461,0.0,0.684,0.316,0.91,0.4000000000000001,0.4916666666666666,0.4259499999999999,176,12,0.0681818181818181,0,5,False,15,0.2,0.2,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,31,28,4.709677419354839,0,0,must madrid great atmospher amaz food sampl get extrem busi worth take time sampl amaz tapa wine spanish treat,good review,4,Spanish
49283,49284,Mercado_de_San_Miguel,5,Positive,review_202907309,Favourite place in Madrid,Such a funky and unique market with food and drink everywhere! Too many options to choose from. Would visit there every time,Such a funky and unique market with food and drink everywhere! Too many options to choose from. Would visit there every time,2014-04-26,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d6367286-Reviews-or8310-Mercado_de_San_Miguel-Madrid.html,UID_20255,0.075,0.925,0.0,-0.1759,0.3229166666666667,0.6666666666666666,0.08795,124,8,0.064516129032258,1,2,False,7,0.1428571428571428,0.1428571428571428,0.4285714285714285,0.1428571428571428,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,22,21,4.681818181818182,0,0,funki uniqu market food drink everywher mani option choos would visit everi time,good review,4,Spanish
49284,49285,Mercado_de_San_Miguel,5,Positive,review_202823445,Our favorite place for tapas in Madrid.,We have been to Madrid three times and always go to the Mercado de San Miguel! There is a wonderful wine bar where you can get a glass of wine or a bottle with glasses and then move on to your favorite food spot. For...,"We have been to Madrid three times and always go to the Mercado de San Miguel! There is a wonderful wine bar where you can get a glass of wine or a bottle with glasses and then move on to your favorite food spot. For us that spot is the food bar at the end of the Mercado closest to the Plaza Mayor. They have the best huevos rotos con jamon and pimientos de padron that we have had anywhere in Spain! In addition, they have all kinds of fresh traditionally prepared seafood (the grilled sepia is my favorite). It is a very friendly place where it is impossible to not have conversation with fellow patrons from all over the world!",2014-04-26,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d6367286-Reviews-or8310-Mercado_de_San_Miguel-Madrid.html,UID_8513,0.0,0.835,0.165,0.9701,0.3692708333333333,0.775,0.48596,631,67,0.1061806656101426,3,9,False,23,0.074074074074074,0.2222222222222222,0.2962962962962963,0.037037037037037,0.2962962962962963,0.0,0.0,0.0,0.037037037037037,0.037037037037037,121,87,4.223140495867769,0,0,madrid three time alway go mercado de san miguel wonder wine bar get glass wine bottl glass move favorit food spot us spot food bar end mercado closest plaza mayor best huevo roto con jamon pimiento de padron anywher spain addit kind fresh tradit prepar seafood grill sepia favorit friendli place imposs convers fellow patron world,good review,4,Spanish
49285,49286,Mercado_de_San_Miguel,5,Positive,review_744916570,Something for everyone!,Love this place! Came here last time I was in Madrid and just had to come back. Theres a bunch of stands that offer different food and tapas. You can get a cheese plate or an assortment of macarons. What I like to do is...,Love this place! Came here last time I was in Madrid and just had to come back. Theres a bunch of stands that offer different food and tapas. You can get a cheese plate or an assortment of macarons. What I like to do is take a lap around the whole place and note where I want to return and buy food. Eat there or buy stuff to go. So many options!!!,2020-02-13,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d6367286-Reviews-or60-Mercado_de_San_Miguel-Madrid.html,UID_21534,0.0,0.883,0.117,0.8469,0.3002604166666666,0.3611111111111111,0.2160857142857142,348,35,0.1005747126436781,4,9,False,23,0.125,0.25,0.375,0.0,0.25,0.0,0.0,0.0,0.0,0.0,72,59,3.8472222222222223,0,0,love place came last time madrid come back there bunch stand offer differ food tapa get chees plate assort macaron like take lap around whole place note want return buy food eat buy stuff go mani option,good review,4,Spanish
49286,49287,Mercado_de_San_Miguel,4,Positive,review_744779769,Fun Hang out at Madrid’s  local food market ,"Walked here to experience local foods & for some afternoon bites, plenty of gourmet food stalls to choose from, and we tried a few samples from olives, tapas and sandwiches. It is pricey for a small portion you get but tasty in every bite.","Walked here to experience local foods & for some afternoon bites, plenty of gourmet food stalls to choose from, and we tried a few samples from olives, tapas and sandwiches. It is pricey for a small portion you get but tasty in every bite.",2020-02-12,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d6367286-Reviews-or60-Mercado_de_San_Miguel-Madrid.html,UID_37117,0.0,1.0,0.0,0.0,-0.15,0.1666666666666666,0.0,239,19,0.0794979079497908,0,6,False,9,0.0,0.1666666666666666,0.3333333333333333,0.0,0.1666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,44,40,4.454545454545454,0,0,walk experi local food afternoon bite plenti gourmet food stall choos tri sampl oliv tapa sandwich pricey small portion get tasti everi bite,good review,4,Spanish
49287,49288,Mercado_de_San_Miguel,4,Positive,review_744540526,Niche,Full of atmosphere and full of tourists and a bit of a trap. Other more earthy taverns with papers and sticks littering the floor are more authentic though.,Full of atmosphere and full of tourists and a bit of a trap. Other more earthy taverns with papers and sticks littering the floor are more authentic though.,2020-02-11,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d6367286-Reviews-or60-Mercado_de_San_Miguel-Madrid.html,UID_39462,0.078,0.922,0.0,-0.3182,0.3458333333333334,0.5375,0.3182,156,14,0.0897435897435897,0,2,False,5,0.0,0.25,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,28,22,4.607142857142857,0,0,full atmospher full tourist bit trap earthi tavern paper stick litter floor authent though,bad review,2,French
49288,49289,Mercado_de_San_Miguel,3,Negative,review_743591161,A must visit ....,If you are into oysters - highly recommended. And the Spanish cheese stall. Very vibrant place - no locals more or less only tourists which tells a story. Be prepared to spend Eur 30 per person within a short period of time.,If you are into oysters - highly recommended. And the Spanish cheese stall. Very vibrant place - no locals more or less only tourists which tells a story. Be prepared to spend Eur 30 per person within a short period of time.,2020-02-07,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d6367286-Reviews-or70-Mercado_de_San_Miguel-Madrid.html,UID_2638,0.082,0.76,0.158,0.5699,0.1014285714285714,0.4057142857142857,0.3897666666666666,224,17,0.0758928571428571,0,6,False,7,0.4,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,42,40,4.357142857142857,0,0,oyster highli recommend spanish chees stall vibrant place local less tourist tell stori prepar spend eur per person within short period time,good review,4,Spanish
49289,49290,Mercado_de_San_Miguel,5,Positive,review_743561357,The favorite,One of my favorite place to have a picoteo for lunch or for the amuerzo. A lot of choise of tapas and easy for  trying different Cuisine of Spain. I  alwsys like to hace a stop here when I am in town,One of my favorite place to have a picoteo for lunch or for the amuerzo. A lot of choise of tapas and easy for  trying different Cuisine of Spain. I  alwsys like to hace a stop here when I am in town,2020-02-07,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d6367286-Reviews-or70-Mercado_de_San_Miguel-Madrid.html,UID_39463,0.045,0.782,0.173,0.7351,0.3111111111111111,0.8111111111111112,0.1908,199,23,0.1155778894472361,0,2,False,7,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,42,34,3.7142857142857144,0,0,one favorit place picoteo lunch amuerzo lot chois tapa easi tri differ cuisin spain alwsi like hace stop town,good review,4,Spanish
49290,49291,Mercado_de_San_Miguel,5,Positive,review_743379877,Must do!,"Local atmosphere. Local food. Local drinks. There’s everything for everyone. Just go, make it a “to-do” thing!","Local atmosphere. Local food. Local drinks. There’s everything for everyone. Just go, make it a “to-do” thing!",2020-02-06,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d6367286-Reviews-or70-Mercado_de_San_Miguel-Madrid.html,UID_22947,0.0,1.0,0.0,0.0,0.0,0.0,0.0,110,4,0.0363636363636363,1,7,False,9,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,17,15,5.529411764705882,0,0,local atmospher local food local drink everyth everyon go make thing,good review,4,French
