Unnamed: 0,parse_count,restaurant_name,rating_review,sample,review_id,title_review,review_preview,review_full,date,city,url_restaurant,author_id,negative,neutral,positive,overall_sentiment,blob_polarity,blob_subjectivity,sentiment_shift,review_length,num_stop_words,stop_words_ratio,num_exclamations,num_punctuation,url_present,keyword_count,emotion_anticipation,emotion_joy,emotion_positive,emotion_surprise,emotion_trust,emotion_anger,emotion_disgust,emotion_fear,emotion_negative,emotion_sadness,word_count,unique_word_count,mean_word_length,hashtag_count,mention_count,clean_text,predicted_label,predicted_rating,predicted_cuisine
25048,25049,Everest_Tandoori_Nepali_Indian_Restaurant,5,Positive,review_377687626,Perfect!!!,"The staff was very kind, smiling all the time. The food was superbly delicious for a very good price. Simply one of the best Indian food I've ever eaten. Totally recommend and certainly will come back.","The staff was very kind, smiling all the time. The food was superbly delicious for a very good price. Simply one of the best Indian food I've ever eaten. Totally recommend and certainly will come back.",2016-05-29,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d9832154-Reviews-or120-Everest_Tandoori_Nepali_Indian_Restaurant-Madrid.html,UID_22197,0.0,0.552,0.448,0.9736,0.4880357142857143,0.5948214285714286,0.0603333333333333,201,14,0.0696517412935323,0,6,False,14,0.0952380952380952,0.2857142857142857,0.3333333333333333,0.0476190476190476,0.238095238095238,0.0,0.0,0.0,0.0,0.0,36,31,4.611111111111111,0,0,staff kind smile time food superbl delici good price simpli one best indian food ever eaten total recommend certainli come back,very good review,5,Indian
25049,25050,Everest_Tandoori_Nepali_Indian_Restaurant,4,Positive,review_376616240,Indo Nepali cuisine,"ordered prawn jalfrizi dhal thadka naan and steamed rice. The naan was very soft and fluffy and very tasty. The curries were spicy and suited our palate, but the rice was half cooked, that's because I assume the Spanish like it that way. The service...","ordered prawn jalfrizi dhal thadka naan and steamed rice. The naan was very soft and fluffy and very tasty. The curries were spicy and suited our palate, but the rice was half cooked, that's because I assume the Spanish like it that way. The service was very personalised and made us feel at home. The gulab jamuns were very soft and juicy. Good indian food in Madrid.",2016-05-25,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d9832154-Reviews-or120-Everest_Tandoori_Nepali_Indian_Restaurant-Madrid.html,UID_22198,0.0,0.902,0.098,0.7964,0.1241666666666666,0.3345833333333333,0.289,368,29,0.0788043478260869,0,9,False,13,0.0,0.25,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,67,50,4.507462686567164,0,0,order prawn jalfrizi dhal thadka naan steam rice naan soft fluffi tasti curri spici suit palat rice half cook assum spanish like way servic personalis made us feel home gulab jamun soft juici good indian food madrid,good review,4,Indian
25050,25051,Everest_Tandoori_Nepali_Indian_Restaurant,5,Positive,review_373090948,Excellent food,"During our visit to Madrid in May 2016, we visited Everest Tandoori. The food was superb and really of very high quality. The chicken tikka masala was superb and the chicken soup as well as the dal soup was super tasty. On top of the...","During our visit to Madrid in May 2016, we visited Everest Tandoori. The food was superb and really of very high quality. The chicken tikka masala was superb and the chicken soup as well as the dal soup was super tasty. On top of the food, the service was top class and very homely. We were there two nights for dinner and both the times we were dropped in the metro station on our back to hotel. Superb service ",2016-05-15,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d9832154-Reviews-or120-Everest_Tandoori_Nepali_Indian_Restaurant-Madrid.html,UID_22199,0.0,0.767,0.233,0.9678,0.3219393939393939,0.6880606060606062,0.47614,412,39,0.0946601941747572,0,7,False,22,0.0952380952380952,0.0952380952380952,0.5238095238095238,0.0,0.1904761904761904,0.0,0.0,0.0952380952380952,0.0,0.0,79,54,4.215189873417722,0,0,visit madrid may visit everest tandoori food superb realli high qualiti chicken tikka masala superb chicken soup well dal soup super tasti top food servic top class home two night dinner time drop metro station back hotel superb servic,very good review,5,Indian
25051,25052,The_Spanish_Farm,5,Positive,review_634026239,Really good food,"I had the ham for dinner with a very nice glass of wine the waiter suggested. The dessert was EXCELLENT! I had the cheese cake along with a dessert wine.And solo diners, they have free WiFi!","I had the ham for dinner with a very nice glass of wine the waiter suggested. The dessert was EXCELLENT! I had the cheese cake along with a dessert wine.And solo diners, they have free WiFi!",2018-11-17,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10077266-Reviews-or70-The_Spanish_Farm-Madrid.html,UID_22200,0.0,0.743,0.257,0.9083,0.7600000000000001,0.9333333333333332,0.1774,190,18,0.0947368421052631,2,5,False,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,29,4.305555555555555,0,0,ham dinner nice glass wine waiter suggest dessert excel chees cake along dessert wine solo diner free wifi,very good review,5,Spanish
25052,25053,The_Spanish_Farm,3,Negative,review_633254377,Almost a hidden gem,"This place seems like a hidden gem, especially being so close to the Prado, but you can tell they do cater to the touristy crowd. That being said, the food is quite good (I had the duck). We had a brief mix-up because my boyfriend,...","This place seems like a hidden gem, especially being so close to the Prado, but you can tell they do cater to the touristy crowd. That being said, the food is quite good (I had the duck). We had a brief mix-up because my boyfriend, who is allergic to nuts, found that his salad came with walnuts on top—walnuts were listed on the Spanish menu, but we were given the English menu, which did not list them. At first we were blamed for not reading the menu thoroughly, but when the staff realized their mistake they graciously brought out a new salad. I'd give 4 stars for my duck alone but the overall experience brought down the rating a bit.",2018-11-13,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10077266-Reviews-or70-The_Spanish_Farm-Madrid.html,UID_12366,0.112,0.812,0.076,-0.6137,0.0764141414141414,0.3343434343434343,0.422975,641,61,0.095163806552262,0,17,False,24,0.0434782608695652,0.1739130434782608,0.3043478260869565,0.0434782608695652,0.1304347826086956,0.0434782608695652,0.0,0.0434782608695652,0.1304347826086956,0.0869565217391304,120,90,4.35,0,0,place seem like hidden gem especi close prado tell cater touristi crowd said food quit good duck brief mix boyfriend allerg nut found salad came walnut top walnut list spanish menu given english menu list first blame read menu thoroughli staff realiz mistak gracious brought new salad give star duck alon overal experi brought rate bit,good review,4,Spanish
25053,25054,The_Spanish_Farm,4,Positive,review_632180347,Small restaurent with good atmosphere,"Super service, professional, friendly and attentative. Good Spanish menu and a Ok  wine selection. Great location in museum area at the doorstep of the Retiro park.","Super service, professional, friendly and attentative. Good Spanish menu and a Ok  wine selection. Great location in museum area at the doorstep of the Retiro park.",2018-11-09,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10077266-Reviews-or70-The_Spanish_Farm-Madrid.html,UID_572,0.0,0.563,0.437,0.946,0.4011904761904762,0.4452380952380952,0.0857499999999999,164,8,0.048780487804878,0,5,False,11,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,26,24,5.3076923076923075,0,0,super servic profession friendli attent good spanish menu ok wine select great locat museum area doorstep retiro park,very good review,5,Spanish
25054,25055,The_Spanish_Farm,4,Positive,review_631317217,Good quality and nice small place,We were living near the place and decided to try it. There was a big group of us and the place is rathee tiny more for romantic couples. But the staff was really nice to join some tables foe us. The food is traditional but...,"We were living near the place and decided to try it. There was a big group of us and the place is rathee tiny more for romantic couples. But the staff was really nice to join some tables foe us. The food is traditional but with some creative twist. Veal meat was very tender and juicy.  Very tasty, good portions, not cheap but quite affordable.",2018-11-06,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10077266-Reviews-or70-The_Spanish_Farm-Madrid.html,UID_22201,0.048,0.735,0.217,0.9273,0.2166666666666666,0.5541666666666666,0.29122,345,30,0.0869565217391304,0,8,False,19,0.0869565217391304,0.1739130434782608,0.3478260869565217,0.0434782608695652,0.1739130434782608,0.0434782608695652,0.0,0.0434782608695652,0.0869565217391304,0.0,65,54,4.3076923076923075,0,0,live near place decid tri big group us place rathe tini romant coupl staff realli nice join tabl foe us food tradit creativ twist veal meat tender juici tasti good portion cheap quit afford,good review,4,Spanish
25055,25056,The_Spanish_Farm,5,Positive,review_630720172,Great for lunch after The Prado,This intimate spot has an outdoor terrace and a view of the Botanic Garden. It is less than ten minutes walk from The Prado.  The menu features interesting preparations of super fresh ingredients.  I had an excellent goat cheese salad and my husband had the...,This intimate spot has an outdoor terrace and a view of the Botanic Garden. It is less than ten minutes walk from The Prado. The menu features interesting preparations of super fresh ingredients. I had an excellent goat cheese salad and my husband had the assorted sausage and ham plate. Wonderful service. Highly recommend.,2018-11-04,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10077266-Reviews-or70-The_Spanish_Farm-Madrid.html,UID_22202,0.0,0.715,0.285,0.9589,0.3696296296296297,0.5414814814814815,0.2503799999999999,324,22,0.0679012345679012,0,6,False,12,0.1,0.2,0.4,0.0,0.3,0.0,0.0,0.0,0.0,0.0,54,47,5.018518518518518,0,0,intim spot outdoor terrac view botan garden less ten minut walk prado menu featur interest prepar super fresh ingredi excel goat chees salad husband assort sausag ham plate wonder servic highli recommend,very good review,5,Spanish
25056,25057,The_Spanish_Farm,5,Positive,review_630534338,Spontaneous stop,Ended up stopping in here after exploring retiro park. Very nice staff and delicious food. Small place  but would highly recommend to anyone looking for something a little off the beaten path!,Ended up stopping in here after exploring retiro park. Very nice staff and delicious food. Small place  but would highly recommend to anyone looking for something a little off the beaten path!,2018-11-03,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10077266-Reviews-or70-The_Spanish_Farm-Madrid.html,UID_19351,0.115,0.675,0.21,0.5822,0.2911249999999999,0.688,0.7682500000000001,192,12,0.0625,1,3,False,12,0.0,0.2857142857142857,0.4285714285714285,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,32,32,5.0,0,0,end stop explor retiro park nice staff delici food small place would highli recommend anyon look someth littl beaten path,very good review,5,Spanish
25057,25058,The_Spanish_Farm,5,Positive,review_651290886,"Excellent, low-key gem near Prado","Small, outstanding menu, wonderful wines and port.  Non-touristy and very friendly. Only a few tables, so suggest rerserving.","Small, outstanding menu, wonderful wines and port.  Non-touristy and very friendly. Only a few tables, so suggest rerserving.",2019-02-10,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10077266-Reviews-or60-The_Spanish_Farm-Madrid.html,UID_22203,0.0,0.573,0.427,0.9041,0.25625,0.6708333333333333,0.41355,125,7,0.056,0,7,False,5,0.0833333333333333,0.25,0.25,0.0833333333333333,0.25,0.0,0.0,0.0,0.0833333333333333,0.0,18,17,5.944444444444445,0,0,small outstand menu wonder wine port non touristi friendli tabl suggest rerserv,very good review,5,Spanish
25058,25059,The_Spanish_Farm,4,Positive,review_649624395,Thank you for staying open for us,Arrived in Madrid late and used trip advisor to locate a nearby restaurant. Although it was close to 11pm they told us they would stay open for us if we came straight away. The food was good but menu choice a little limited. The staff...,Arrived in Madrid late and used trip advisor to locate a nearby restaurant. Although it was close to 11pm they told us they would stay open for us if we came straight away. The food was good but menu choice a little limited. The staff were very friendly and never rushed us even though we were the only one in the place. Thank you,2019-02-02,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10077266-Reviews-or60-The_Spanish_Farm-Madrid.html,UID_22204,0.026,0.816,0.158,0.8583,0.1035714285714285,0.5491071428571428,0.2884,330,27,0.0818181818181818,0,4,False,25,0.1052631578947368,0.1578947368421052,0.2105263157894736,0.1052631578947368,0.1578947368421052,0.0526315789473684,0.0,0.0,0.1052631578947368,0.1052631578947368,64,52,4.171875,0,0,arriv madrid late use trip advisor locat nearbi restaur although close pm told us would stay open us came straight away food good menu choic littl limit staff friendli never rush us even though one place thank,good review,4,Spanish
25059,25060,The_Spanish_Farm,4,Positive,review_645348132,Tasty and cozy,"This is a very good option tucked a little off the beaten path of the Prado area. The menu is very fish and meat heavy, not the best choice for this vegetarian, but I managed to put together a meal by combining appetizers of a...","This is a very good option tucked a little off the beaten path of the Prado area. The menu is very fish and meat heavy, not the best choice for this vegetarian, but I managed to put together a meal by combining appetizers of a salad (very good size) and a cheese plate. ",2019-01-12,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10077266-Reviews-or60-The_Spanish_Farm-Madrid.html,UID_22205,0.067,0.826,0.108,0.5321,0.43875,0.5266666666666667,0.3104,270,26,0.0962962962962963,0,6,False,13,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,53,42,4.09433962264151,0,0,good option tuck littl beaten path prado area menu fish meat heavi best choic vegetarian manag put togeth meal combin appet salad good size chees plate,very good review,5,Spanish
25060,25061,The_Spanish_Farm,5,Positive,review_645160720,"Sophisticated Delicious Food, Convenient Location","We walked to the Spanish Farm, after a visit to the Prado (it's maybe 1/2 block from Prado property).The Spanish Farm serves sophisticated food at a reasonable price. Plates run from 9.5 euros to 19 euros. Good, reasonable wine choices exist as well. You can...","We walked to the Spanish Farm, after a visit to the Prado (it's maybe 1/2 block from Prado property).The Spanish Farm serves sophisticated food at a reasonable price. Plates run from 9.5 euros to 19 euros. Good, reasonable wine choices exist as well. You can sit inside or out. ",2019-01-11,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10077266-Reviews-or60-The_Spanish_Farm-Madrid.html,UID_8237,0.051,0.796,0.152,0.6908,0.2666666666666666,0.4666666666666667,0.4675666666666667,278,16,0.0575539568345323,0,12,False,15,0.0,0.25,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,49,41,4.673469387755102,0,0,walk spanish farm visit prado mayb block prado properti spanish farm serv sophist food reason price plate run euro euro good reason wine choic exist well sit insid,good review,4,Spanish
25061,25062,The_Spanish_Farm,5,Positive,review_643873017,Excellent,Can’t praise this place highly enough. Staff were brilliant and incredibly friendly. The food was spectacular. Pork cheek was superb. Would reccend to anyone who goes to Madrid,Can’t praise this place highly enough. Staff were brilliant and incredibly friendly. The food was spectacular. Pork cheek was superb. Would reccend to anyone who goes to Madrid,2019-01-05,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10077266-Reviews-or60-The_Spanish_Farm-Madrid.html,UID_22206,0.0,0.615,0.385,0.9432,0.575,0.78,0.5766,176,9,0.0511363636363636,0,4,False,8,0.1764705882352941,0.2352941176470588,0.2941176470588235,0.0588235294117647,0.2352941176470588,0.0,0.0,0.0,0.0,0.0,28,26,5.321428571428571,0,0,prais place highli enough staff brilliant incred friendli food spectacular pork cheek superb would reccend anyon goe madrid,very good review,5,Spanish
25062,25063,The_Spanish_Farm,5,Positive,review_643449474,Great early dinner upon arrival in Madrid,We arrived in Madrid around 5 pm on an overnight flight from Los Angeles so we did not want to wait for the usual dining time in Spain. We had done some online research in advance and made a reservation for 7:30 p.m. at The...,"We arrived in Madrid around 5 pm on an overnight flight from Los Angeles so we did not want to wait for the usual dining time in Spain. We had done some online research in advance and made a reservation for 7:30 p.m. at The Spanish Farm, close to our hotel (Paseo del Prado). We were the only patrons in the restaurant until near the end of our meal. We started with a tomato “tower” with fresh tomatoes, creamy burrata, Atlantic sardines and olive tapenade. It was delicious! I order the mussels from Galicia for my main course. They were excellent. My wife had the Cod loin confit, slow cooked to perfection with a homemade tomato sauce and chive pesto. It was incredible. Melted in the mouth and the tomato sauce was superb. Our waiter was kind enough to draw a little map for us for some local sights that he enjoyed.",2019-01-03,Madrid,https://www.tripadvisor.com/Restaurant_Review-g187514-d10077266-Reviews-or60-The_Spanish_Farm-Madrid.html,UID_344,0.007,0.848,0.144,0.9758,0.3018229166666666,0.5864583333333333,0.31955,821,73,0.0889159561510353,1,20,False,30,0.1481481481481481,0.1851851851851851,0.3333333333333333,0.1111111111111111,0.1481481481481481,0.0,0.0,0.037037037037037,0.037037037037037,0.0,152,111,4.407894736842105,0,0,arriv madrid around pm overnight flight lo angel want wait usual dine time spain done onlin research advanc made reserv p spanish farm close hotel paseo del prado patron restaur near end meal start tomato tower fresh tomato creami burrata atlant sardin oliv tapenad delici order mussel galicia main cours excel wife cod loin confit slow cook perfect homemad tomato sauc chive pesto incred melt mouth tomato sauc superb waiter kind enough draw littl map us local sight enjoy,good review,4,Spanish
